Flight ID,Carrier,Origin,Destination,Local Departure Time,Normalized Departure Time [min],Local Arrival Time,Normalized Arrival Time [min],Flight Cancelled?,Number of Seats
6923038,OO,LAX,SAN,29-JUL-07 06.30.00.000000000 AM AMERICA/LOS_ANGELES,545,29-JUL-07 07.26.00.000000000 AM AMERICA/LOS_ANGELES,601,0,30
6923074,OO,LAX,SAN,29-JUL-07 11.00.00.000000000 AM AMERICA/LOS_ANGELES,815,29-JUL-07 11.56.00.000000000 AM AMERICA/LOS_ANGELES,871,0,30
6923080,OO,PSP,LAX,29-JUL-07 06.03.00.000000000 AM AMERICA/LOS_ANGELES,518,29-JUL-07 06.48.00.000000000 AM AMERICA/LOS_ANGELES,563,1,30
6923084,OO,SFO,SMF,29-JUL-07 04.08.00.000000000 PM AMERICA/LOS_ANGELES,1123,29-JUL-07 04.48.00.000000000 PM AMERICA/LOS_ANGELES,1163,0,30
6923105,OO,SFO,FAT,29-JUL-07 09.55.00.000000000 AM AMERICA/LOS_ANGELES,750,29-JUL-07 10.58.00.000000000 AM AMERICA/LOS_ANGELES,813,0,30
6923117,OO,RDD,SFO,29-JUL-07 06.00.00.000000000 AM AMERICA/LOS_ANGELES,515,29-JUL-07 07.15.00.000000000 AM AMERICA/LOS_ANGELES,590,0,30
6923798,OO,ASE,DEN,29-JUL-07 06.01.00.000000000 PM AMERICA/DENVER,1176,29-JUL-07 06.52.00.000000000 PM AMERICA/DENVER,1227,0,70
6922514,OO,SLC,FCA,29-JUL-07 09.40.00.000000000 AM AMERICA/DENVER,675,29-JUL-07 11.25.00.000000000 AM AMERICA/DENVER,780,0,90
6923162,OO,EUG,PDX,29-JUL-07 12.09.00.000000000 PM AMERICA/LOS_ANGELES,884,29-JUL-07 12.49.00.000000000 PM AMERICA/LOS_ANGELES,924,0,30
6923179,OO,EUG,PDX,29-JUL-07 09.25.00.000000000 AM AMERICA/LOS_ANGELES,720,29-JUL-07 10.04.00.000000000 AM AMERICA/LOS_ANGELES,759,0,30
6923191,OO,GEG,SEA,29-JUL-07 05.30.00.000000000 AM AMERICA/LOS_ANGELES,485,29-JUL-07 06.37.00.000000000 AM AMERICA/LOS_ANGELES,552,0,30
7043420,EV,MOB,ATL,29-JUL-07 06.20.00.000000000 PM AMERICA/CHICAGO,1135,29-JUL-07 08.39.00.000000000 PM AMERICA/NEW_YORK,1214,1,50
7037793,EV,XNA,ATL,29-JUL-07 06.30.00.000000000 PM AMERICA/CHICAGO,1145,29-JUL-07 09.20.00.000000000 PM AMERICA/NEW_YORK,1255,0,50
6849337,YV,DEN,CPR,29-JUL-07 08.45.00.000000000 PM AMERICA/DENVER,1340,29-JUL-07 10.05.00.000000000 PM AMERICA/DENVER,1420,1,37
6849430,YV,HDN,DEN,29-JUL-07 10.01.00.000000000 AM AMERICA/DENVER,696,29-JUL-07 11.05.00.000000000 AM AMERICA/DENVER,760,0,37
6849471,YV,IAD,BNA,29-JUL-07 09.25.00.000000000 AM AMERICA/NEW_YORK,540,29-JUL-07 10.16.00.000000000 AM AMERICA/CHICAGO,651,0,50
6849588,YV,LAS,SAT,29-JUL-07 11.59.00.000000000 PM AMERICA/LOS_ANGELES,1594,30-JUL-07 04.51.00.000000000 AM AMERICA/CHICAGO,1766,0,50
6849618,YV,LIH,HNL,29-JUL-07 02.35.00.000000000 PM PACIFIC/HONOLULU,1210,29-JUL-07 03.09.00.000000000 PM PACIFIC/HONOLULU,1244,0,50
6849655,YV,MTJ,DEN,29-JUL-07 06.00.00.000000000 AM AMERICA/DENVER,455,29-JUL-07 07.12.00.000000000 AM AMERICA/DENVER,527,0,37
6934204,UA,ORD,SMF,29-JUL-07 08.00.00.000000000 PM AMERICA/CHICAGO,1235,29-JUL-07 10.24.00.000000000 PM AMERICA/LOS_ANGELES,1499,0,120
7028688,DL,SLC,SAN,29-JUL-07 11.15.00.000000000 AM AMERICA/DENVER,770,29-JUL-07 12.05.00.000000000 PM AMERICA/LOS_ANGELES,880,0,148
7029377,DL,LGA,DCA,29-JUL-07 09.30.00.000000000 AM AMERICA/NEW_YORK,545,29-JUL-07 10.47.00.000000000 AM AMERICA/NEW_YORK,622,0,142
7028760,DL,FLL,CVG,29-JUL-07 01.10.00.000000000 PM AMERICA/NEW_YORK,765,29-JUL-07 03.41.00.000000000 PM AMERICA/NEW_YORK,916,0,142
7028922,DL,ATL,EWR,29-JUL-07 10.05.00.000000000 AM AMERICA/NEW_YORK,580,29-JUL-07 12.27.00.000000000 PM AMERICA/NEW_YORK,722,0,142
7028209,DL,CLT,ATL,29-JUL-07 12.20.00.000000000 PM AMERICA/NEW_YORK,715,29-JUL-07 01.30.00.000000000 PM AMERICA/NEW_YORK,785,0,142
7028218,DL,JAX,ATL,29-JUL-07 01.05.00.000000000 PM AMERICA/NEW_YORK,760,29-JUL-07 02.14.00.000000000 PM AMERICA/NEW_YORK,829,0,142
7028220,DL,LGA,PBI,29-JUL-07 08.20.00.000000000 PM AMERICA/NEW_YORK,1195,29-JUL-07 11.20.00.000000000 PM AMERICA/NEW_YORK,1375,0,142
7028270,DL,MCI,ATL,29-JUL-07 09.00.00.000000000 AM AMERICA/CHICAGO,575,29-JUL-07 11.58.00.000000000 AM AMERICA/NEW_YORK,693,0,142
7028274,DL,ATL,LGA,29-JUL-07 01.45.00.000000000 PM AMERICA/NEW_YORK,800,29-JUL-07 03.59.00.000000000 PM AMERICA/NEW_YORK,934,0,184
7028308,DL,ATL,SLC,29-JUL-07 08.20.00.000000000 AM AMERICA/NEW_YORK,475,29-JUL-07 10.28.00.000000000 AM AMERICA/DENVER,723,0,287
7029033,DL,ATL,PBI,29-JUL-07 08.46.00.000000000 PM AMERICA/NEW_YORK,1221,29-JUL-07 10.25.00.000000000 PM AMERICA/NEW_YORK,1320,0,183
7029053,DL,MCI,ATL,29-JUL-07 01.15.00.000000000 PM AMERICA/CHICAGO,830,29-JUL-07 04.17.00.000000000 PM AMERICA/NEW_YORK,952,0,142
7028337,DL,PDX,ATL,29-JUL-07 07.30.00.000000000 AM AMERICA/LOS_ANGELES,605,29-JUL-07 03.14.00.000000000 PM AMERICA/NEW_YORK,889,0,183
7028363,DL,STL,ATL,29-JUL-07 03.35.00.000000000 PM AMERICA/CHICAGO,970,29-JUL-07 06.15.00.000000000 PM AMERICA/NEW_YORK,1070,0,142
7135798,MQ,BOS,RDU,29-JUL-07 03.30.00.000000000 PM AMERICA/NEW_YORK,905,29-JUL-07 05.30.00.000000000 PM AMERICA/NEW_YORK,1025,1,50
7009405,US,CLT,SAV,29-JUL-07 09.25.00.000000000 AM AMERICA/NEW_YORK,540,29-JUL-07 10.26.00.000000000 AM AMERICA/NEW_YORK,601,0,126
7009427,US,CLT,TPA,29-JUL-07 09.40.00.000000000 AM AMERICA/NEW_YORK,555,29-JUL-07 11.28.00.000000000 AM AMERICA/NEW_YORK,663,0,144
7122534,MQ,ORD,BNA,29-JUL-07 04.40.00.000000000 PM AMERICA/CHICAGO,1035,29-JUL-07 06.10.00.000000000 PM AMERICA/CHICAGO,1125,0,50
7051875,EV,BTR,ATL,29-JUL-07 10.42.00.000000000 AM AMERICA/CHICAGO,677,29-JUL-07 01.13.00.000000000 PM AMERICA/NEW_YORK,768,0,50
7051209,EV,GSO,ATL,29-JUL-07 09.50.00.000000000 AM AMERICA/NEW_YORK,565,29-JUL-07 11.07.00.000000000 AM AMERICA/NEW_YORK,642,0,40
7178093,9E,CVG,DTW,29-JUL-07 06.47.00.000000000 PM AMERICA/NEW_YORK,1102,29-JUL-07 08.06.00.000000000 PM AMERICA/NEW_YORK,1181,0,50
7175356,NW,MSP,DCA,29-JUL-07 07.15.00.000000000 AM AMERICA/CHICAGO,470,29-JUL-07 10.34.00.000000000 AM AMERICA/NEW_YORK,609,1,124
7178861,9E,DTW,LNK,29-JUL-07 03.26.00.000000000 PM AMERICA/NEW_YORK,901,29-JUL-07 04.31.00.000000000 PM AMERICA/CHICAGO,1026,0,50
7065935,F9,DTW,DEN,29-JUL-07 06.30.00.000000000 AM AMERICA/NEW_YORK,365,29-JUL-07 07.32.00.000000000 AM AMERICA/DENVER,547,0,114
7065966,F9,SAN,DEN,29-JUL-07 02.50.00.000000000 PM AMERICA/LOS_ANGELES,1045,29-JUL-07 06.10.00.000000000 PM AMERICA/DENVER,1185,0,136
7110686,MQ,LRD,DFW,29-JUL-07 12.55.00.000000000 PM AMERICA/CHICAGO,810,29-JUL-07 02.15.00.000000000 PM AMERICA/CHICAGO,890,0,50
7217842,AA,DFW,AUS,29-JUL-07 11.25.00.000000000 AM AMERICA/CHICAGO,720,29-JUL-07 12.15.00.000000000 PM AMERICA/CHICAGO,770,0,148
7225485,AA,MCI,DFW,29-JUL-07 04.40.00.000000000 PM AMERICA/CHICAGO,1035,29-JUL-07 06.15.00.000000000 PM AMERICA/CHICAGO,1130,1,138
7223912,AA,ATL,DFW,29-JUL-07 08.10.00.000000000 AM AMERICA/NEW_YORK,465,29-JUL-07 09.20.00.000000000 AM AMERICA/CHICAGO,595,0,140
7249598,AA,DFW,ORD,29-JUL-07 07.50.00.000000000 PM AMERICA/CHICAGO,1225,29-JUL-07 10.00.00.000000000 PM AMERICA/CHICAGO,1355,0,140
7230953,AA,DFW,MEM,29-JUL-07 08.45.00.000000000 AM AMERICA/CHICAGO,560,29-JUL-07 10.10.00.000000000 AM AMERICA/CHICAGO,645,0,138
7226193,AA,JAX,DFW,29-JUL-07 04.05.00.000000000 PM AMERICA/NEW_YORK,940,29-JUL-07 05.40.00.000000000 PM AMERICA/CHICAGO,1095,0,140
7231046,AA,BOS,DFW,29-JUL-07 10.50.00.000000000 AM AMERICA/NEW_YORK,625,29-JUL-07 01.45.00.000000000 PM AMERICA/CHICAGO,860,0,138
7233201,AA,JAC,ORD,29-JUL-07 09.05.00.000000000 AM AMERICA/DENVER,640,29-JUL-07 12.50.00.000000000 PM AMERICA/CHICAGO,805,0,188
7269622,AS,PDX,PHX,29-JUL-07 01.20.00.000000000 PM AMERICA/LOS_ANGELES,955,29-JUL-07 04.03.00.000000000 PM US/ARIZONA,1118,0,140
7152268,NW,ATL,DTW,29-JUL-07 12.19.00.000000000 PM AMERICA/NEW_YORK,714,29-JUL-07 02.25.00.000000000 PM AMERICA/NEW_YORK,840,0,125
7153691,NW,DTW,MCI,29-JUL-07 05.34.00.000000000 PM AMERICA/NEW_YORK,1029,29-JUL-07 06.31.00.000000000 PM AMERICA/CHICAGO,1146,0,100
7157076,NW,DLH,MSP,29-JUL-07 04.50.00.000000000 PM AMERICA/CHICAGO,1045,29-JUL-07 05.40.00.000000000 PM AMERICA/CHICAGO,1095,0,148
7285668,B6,JFK,BUF,29-JUL-07 07.50.00.000000000 AM AMERICA/NEW_YORK,445,29-JUL-07 09.12.00.000000000 AM AMERICA/NEW_YORK,527,0,150
7248076,AA,RNO,DFW,29-JUL-07 06.35.00.000000000 AM AMERICA/LOS_ANGELES,550,29-JUL-07 11.43.00.000000000 AM AMERICA/CHICAGO,738,0,140
7217337,AA,DFW,ORF,29-JUL-07 06.50.00.000000000 AM AMERICA/CHICAGO,445,29-JUL-07 10.40.00.000000000 AM AMERICA/NEW_YORK,615,0,138
7221454,AA,ORD,STL,29-JUL-07 12.35.00.000000000 PM AMERICA/CHICAGO,790,29-JUL-07 01.40.00.000000000 PM AMERICA/CHICAGO,855,0,148
7212710,AA,PHL,DFW,29-JUL-07 06.05.00.000000000 AM AMERICA/NEW_YORK,340,29-JUL-07 08.20.00.000000000 AM AMERICA/CHICAGO,535,0,140
7215721,AA,PSP,DFW,29-JUL-07 11.25.00.000000000 AM AMERICA/LOS_ANGELES,840,29-JUL-07 04.10.00.000000000 PM AMERICA/CHICAGO,1005,0,140
7218518,AA,DCA,MIA,29-JUL-07 11.20.00.000000000 AM AMERICA/NEW_YORK,655,29-JUL-07 01.50.00.000000000 PM AMERICA/NEW_YORK,805,0,148
7300411,CO,MCO,IAH,29-JUL-07 03.55.00.000000000 PM AMERICA/NEW_YORK,930,29-JUL-07 05.21.00.000000000 PM AMERICA/CHICAGO,1076,0,104
7269453,AS,SEA,SNA,29-JUL-07 07.39.00.000000000 PM AMERICA/LOS_ANGELES,1334,29-JUL-07 10.20.00.000000000 PM AMERICA/LOS_ANGELES,1495,0,120
7269464,AS,PDX,OAK,29-JUL-07 08.06.00.000000000 PM AMERICA/LOS_ANGELES,1361,29-JUL-07 09.53.00.000000000 PM AMERICA/LOS_ANGELES,1468,0,140
7303214,CO,IAH,SEA,29-JUL-07 05.30.00.000000000 PM AMERICA/CHICAGO,1085,29-JUL-07 08.05.00.000000000 PM AMERICA/LOS_ANGELES,1360,0,210
7269541,AS,ANC,FAI,29-JUL-07 06.22.00.000000000 PM AMERICA/ANCHORAGE,1317,29-JUL-07 07.13.00.000000000 PM AMERICA/ANCHORAGE,1368,0,120
7269572,AS,BRW,FAI,29-JUL-07 06.21.00.000000000 PM AMERICA/ANCHORAGE,1316,29-JUL-07 07.39.00.000000000 PM AMERICA/ANCHORAGE,1394,0,144
7269589,AS,SEA,SAN,29-JUL-07 11.35.00.000000000 AM AMERICA/LOS_ANGELES,850,29-JUL-07 02.22.00.000000000 PM AMERICA/LOS_ANGELES,1017,0,144
7269593,AS,SEA,SAN,29-JUL-07 06.55.00.000000000 AM AMERICA/LOS_ANGELES,570,29-JUL-07 09.40.00.000000000 AM AMERICA/LOS_ANGELES,735,0,120
7269609,AS,SEA,LAS,29-JUL-07 08.05.00.000000000 AM AMERICA/LOS_ANGELES,640,29-JUL-07 10.39.00.000000000 AM AMERICA/LOS_ANGELES,794,0,140
7313501,CO,EWR,SLC,29-JUL-07 07.15.00.000000000 PM AMERICA/NEW_YORK,1130,29-JUL-07 10.45.00.000000000 PM AMERICA/DENVER,1460,0,124
7189824,9E,EVV,MEM,29-JUL-07 11.35.00.000000000 AM AMERICA/CHICAGO,730,29-JUL-07 12.35.00.000000000 PM AMERICA/CHICAGO,790,0,50
7182167,9E,AVP,DTW,29-JUL-07 04.12.00.000000000 PM AMERICA/NEW_YORK,947,29-JUL-07 05.51.00.000000000 PM AMERICA/NEW_YORK,1046,0,50
7009506,US,DFW,CLT,29-JUL-07 05.30.00.000000000 PM AMERICA/CHICAGO,1085,29-JUL-07 09.04.00.000000000 PM AMERICA/NEW_YORK,1239,0,144
7009511,US,DTW,CLT,29-JUL-07 08.40.00.000000000 AM AMERICA/NEW_YORK,495,29-JUL-07 10.15.00.000000000 AM AMERICA/NEW_YORK,590,0,124
7009656,US,MIA,PHL,29-JUL-07 04.10.00.000000000 PM AMERICA/NEW_YORK,945,29-JUL-07 07.01.00.000000000 PM AMERICA/NEW_YORK,1116,0,144
7009782,US,PHL,RSW,29-JUL-07 09.50.00.000000000 AM AMERICA/NEW_YORK,565,29-JUL-07 12.59.00.000000000 PM AMERICA/NEW_YORK,754,0,124
7009809,US,PHX,PIT,29-JUL-07 03.10.00.000000000 PM US/ARIZONA,1065,29-JUL-07 10.16.00.000000000 PM AMERICA/NEW_YORK,1311,0,124
7009825,US,PIT,DEN,29-JUL-07 08.45.00.000000000 AM AMERICA/NEW_YORK,500,29-JUL-07 10.02.00.000000000 AM AMERICA/DENVER,697,0,124
7009864,US,RDU,PHL,29-JUL-07 03.45.00.000000000 PM AMERICA/NEW_YORK,920,29-JUL-07 05.08.00.000000000 PM AMERICA/NEW_YORK,1003,1,90
7009188,US,BOS,DCA,29-JUL-07 04.45.00.000000000 PM AMERICA/NEW_YORK,980,29-JUL-07 06.22.00.000000000 PM AMERICA/NEW_YORK,1077,1,124
7009202,US,BOS,LGA,29-JUL-07 08.00.00.000000000 PM AMERICA/NEW_YORK,1175,29-JUL-07 09.17.00.000000000 PM AMERICA/NEW_YORK,1252,0,124
7009891,US,SFO,CLT,29-JUL-07 01.00.00.000000000 PM AMERICA/LOS_ANGELES,935,29-JUL-07 08.58.00.000000000 PM AMERICA/NEW_YORK,1233,0,183
7009899,US,SJU,BOS,29-JUL-07 11.55.00.000000000 AM AMERICA/PUERTO_RICO,690,29-JUL-07 03.56.00.000000000 PM AMERICA/NEW_YORK,931,0,124
7009903,US,SJU,PHL,29-JUL-07 12.50.00.000000000 PM AMERICA/PUERTO_RICO,745,29-JUL-07 04.47.00.000000000 PM AMERICA/NEW_YORK,982,0,193
7285679,B6,JFK,CLT,29-JUL-07 07.00.00.000000000 AM AMERICA/NEW_YORK,395,29-JUL-07 09.01.00.000000000 AM AMERICA/NEW_YORK,516,0,100
7285730,B6,JFK,MCO,29-JUL-07 10.30.00.000000000 AM AMERICA/NEW_YORK,605,29-JUL-07 01.10.00.000000000 PM AMERICA/NEW_YORK,765,0,150
7288473,CO,IAH,MSY,29-JUL-07 10.00.00.000000000 AM AMERICA/CHICAGO,635,29-JUL-07 11.15.00.000000000 AM AMERICA/CHICAGO,710,0,104
7285800,B6,JFK,SRQ,29-JUL-07 09.15.00.000000000 AM AMERICA/NEW_YORK,530,29-JUL-07 12.15.00.000000000 PM AMERICA/NEW_YORK,710,0,150
7287853,CO,SFO,IAH,29-JUL-07 07.40.00.000000000 AM AMERICA/LOS_ANGELES,615,29-JUL-07 01.30.00.000000000 PM AMERICA/CHICAGO,845,0,157
7285845,B6,LGB,LAS,29-JUL-07 01.20.00.000000000 PM AMERICA/LOS_ANGELES,955,29-JUL-07 02.30.00.000000000 PM AMERICA/LOS_ANGELES,1025,0,150
7295284,CO,LAS,IAH,29-JUL-07 11.11.00.000000000 AM AMERICA/LOS_ANGELES,826,29-JUL-07 04.25.00.000000000 PM AMERICA/CHICAGO,1020,0,210
7292255,CO,EWR,RDU,29-JUL-07 06.45.00.000000000 PM AMERICA/NEW_YORK,1100,29-JUL-07 08.55.00.000000000 PM AMERICA/NEW_YORK,1230,0,104
7293705,CO,AUS,IAH,29-JUL-07 11.00.00.000000000 AM AMERICA/CHICAGO,695,29-JUL-07 12.02.00.000000000 PM AMERICA/CHICAGO,757,0,157
7306158,CO,MCO,CLE,29-JUL-07 11.00.00.000000000 AM AMERICA/NEW_YORK,635,29-JUL-07 01.23.00.000000000 PM AMERICA/NEW_YORK,778,0,155
7309806,CO,EWR,DCA,29-JUL-07 05.00.00.000000000 PM AMERICA/NEW_YORK,995,29-JUL-07 06.30.00.000000000 PM AMERICA/NEW_YORK,1085,1,104
7303278,CO,IAH,PDX,29-JUL-07 03.55.00.000000000 PM AMERICA/CHICAGO,990,29-JUL-07 06.29.00.000000000 PM AMERICA/LOS_ANGELES,1264,0,124
7310640,CO,IAH,OAK,29-JUL-07 06.30.00.000000000 PM AMERICA/CHICAGO,1145,29-JUL-07 08.44.00.000000000 PM AMERICA/LOS_ANGELES,1399,0,124
7310286,CO,IAH,SJU,29-JUL-07 10.00.00.000000000 AM AMERICA/CHICAGO,635,29-JUL-07 03.40.00.000000000 PM AMERICA/PUERTO_RICO,915,0,157
7182259,9E,DTW,ABE,29-JUL-07 10.16.00.000000000 AM AMERICA/NEW_YORK,591,29-JUL-07 11.46.00.000000000 AM AMERICA/NEW_YORK,681,0,50
7182939,9E,CVG,DTW,29-JUL-07 11.10.00.000000000 AM AMERICA/NEW_YORK,645,29-JUL-07 12.26.00.000000000 PM AMERICA/NEW_YORK,721,0,50
7302282,CO,RDU,IAH,29-JUL-07 06.15.00.000000000 AM AMERICA/NEW_YORK,350,29-JUL-07 07.59.00.000000000 AM AMERICA/CHICAGO,514,0,124
6960463,UA,ORD,CLE,29-JUL-07 09.31.00.000000000 PM AMERICA/CHICAGO,1326,29-JUL-07 11.45.00.000000000 PM AMERICA/NEW_YORK,1400,0,123
6961107,UA,PIT,DEN,29-JUL-07 08.24.00.000000000 AM AMERICA/NEW_YORK,479,29-JUL-07 09.53.00.000000000 AM AMERICA/DENVER,688,0,123
7115680,MQ,DFW,CHS,29-JUL-07 07.30.00.000000000 AM AMERICA/CHICAGO,485,29-JUL-07 11.05.00.000000000 AM AMERICA/NEW_YORK,640,0,44
6872880,OH,CVG,MCI,29-JUL-07 04.35.00.000000000 PM AMERICA/NEW_YORK,970,29-JUL-07 05.16.00.000000000 PM AMERICA/CHICAGO,1071,0,70
6872970,OH,CVG,ATW,29-JUL-07 09.10.00.000000000 PM AMERICA/NEW_YORK,1245,29-JUL-07 09.34.00.000000000 PM AMERICA/CHICAGO,1329,0,50
6873011,OH,CVG,HSV,29-JUL-07 04.55.00.000000000 PM AMERICA/NEW_YORK,990,29-JUL-07 05.08.00.000000000 PM AMERICA/CHICAGO,1063,0,50
6872406,OH,JAX,LGA,29-JUL-07 04.30.00.000000000 PM AMERICA/NEW_YORK,965,29-JUL-07 07.04.00.000000000 PM AMERICA/NEW_YORK,1119,1,50
6872527,OH,SAV,CVG,29-JUL-07 06.30.00.000000000 AM AMERICA/NEW_YORK,365,29-JUL-07 08.11.00.000000000 AM AMERICA/NEW_YORK,466,0,50
6872564,OH,CID,ATL,29-JUL-07 06.35.00.000000000 AM AMERICA/CHICAGO,430,29-JUL-07 09.45.00.000000000 AM AMERICA/NEW_YORK,560,0,50
7160423,NW,KOA,SEA,29-JUL-07 09.20.00.000000000 PM PACIFIC/HONOLULU,1615,30-JUL-07 05.52.00.000000000 AM AMERICA/LOS_ANGELES,1947,0,224
7161121,NW,MSP,ANC,29-JUL-07 11.30.00.000000000 AM AMERICA/CHICAGO,725,29-JUL-07 02.15.00.000000000 PM AMERICA/ANCHORAGE,1070,0,182
7191339,9E,MEM,GSP,29-JUL-07 07.25.00.000000000 PM AMERICA/CHICAGO,1200,29-JUL-07 09.55.00.000000000 PM AMERICA/NEW_YORK,1290,1,50
7240155,AA,OKC,DFW,29-JUL-07 06.40.00.000000000 AM AMERICA/CHICAGO,435,29-JUL-07 07.30.00.000000000 AM AMERICA/CHICAGO,485,0,148
7122014,MQ,GRB,ORD,29-JUL-07 12.40.00.000000000 PM AMERICA/CHICAGO,795,29-JUL-07 01.35.00.000000000 PM AMERICA/CHICAGO,850,0,50
7234905,AA,DFW,AUS,29-JUL-07 07.25.00.000000000 PM AMERICA/CHICAGO,1200,29-JUL-07 08.15.00.000000000 PM AMERICA/CHICAGO,1250,1,114
7155474,NW,GEG,MSP,29-JUL-07 07.10.00.000000000 AM AMERICA/LOS_ANGELES,585,29-JUL-07 11.51.00.000000000 AM AMERICA/CHICAGO,746,0,148
7198662,AA,BOS,LAX,29-JUL-07 07.45.00.000000000 AM AMERICA/NEW_YORK,440,29-JUL-07 10.50.00.000000000 AM AMERICA/LOS_ANGELES,805,0,188
6955247,UA,ORD,LGA,29-JUL-07 07.05.00.000000000 PM AMERICA/CHICAGO,1180,29-JUL-07 10.30.00.000000000 PM AMERICA/NEW_YORK,1325,1,148
7235402,AA,MSY,DFW,29-JUL-07 07.00.00.000000000 AM AMERICA/CHICAGO,455,29-JUL-07 08.25.00.000000000 AM AMERICA/CHICAGO,540,0,148
7241505,AA,DFW,LAS,29-JUL-07 10.00.00.000000000 AM AMERICA/CHICAGO,635,29-JUL-07 10.40.00.000000000 AM AMERICA/LOS_ANGELES,795,0,188
7066015,F9,DEN,MCI,29-JUL-07 06.55.00.000000000 AM AMERICA/DENVER,510,29-JUL-07 09.25.00.000000000 AM AMERICA/CHICAGO,600,0,132
7066069,F9,SEA,DEN,29-JUL-07 06.10.00.000000000 AM AMERICA/LOS_ANGELES,525,29-JUL-07 09.43.00.000000000 AM AMERICA/DENVER,678,0,132
7066082,F9,DEN,AUS,29-JUL-07 07.00.00.000000000 AM AMERICA/DENVER,515,29-JUL-07 10.05.00.000000000 AM AMERICA/CHICAGO,640,0,132
7066083,F9,AUS,DEN,29-JUL-07 10.45.00.000000000 AM AMERICA/CHICAGO,680,29-JUL-07 11.55.00.000000000 AM AMERICA/DENVER,810,0,132
7107263,MQ,CHS,DFW,29-JUL-07 05.00.00.000000000 PM AMERICA/NEW_YORK,995,29-JUL-07 06.45.00.000000000 PM AMERICA/CHICAGO,1160,0,50
7102458,MQ,DFW,SPS,29-JUL-07 08.10.00.000000000 PM AMERICA/CHICAGO,1245,29-JUL-07 09.05.00.000000000 PM AMERICA/CHICAGO,1300,0,34
7237133,AA,DFW,CMH,29-JUL-07 11.30.00.000000000 AM AMERICA/CHICAGO,725,29-JUL-07 02.55.00.000000000 PM AMERICA/NEW_YORK,870,0,138
7234566,AA,DTW,ORD,29-JUL-07 07.10.00.000000000 AM AMERICA/NEW_YORK,405,29-JUL-07 07.15.00.000000000 AM AMERICA/CHICAGO,470,0,148
7154444,NW,MSP,MSN,29-JUL-07 10.29.00.000000000 PM AMERICA/CHICAGO,1384,29-JUL-07 11.21.00.000000000 PM AMERICA/CHICAGO,1436,0,148
7157196,NW,PHL,MSP,29-JUL-07 11.25.00.000000000 AM AMERICA/NEW_YORK,660,29-JUL-07 01.16.00.000000000 PM AMERICA/CHICAGO,831,0,100
7285930,B6,PIT,BOS,29-JUL-07 02.25.00.000000000 PM AMERICA/NEW_YORK,840,29-JUL-07 04.07.00.000000000 PM AMERICA/NEW_YORK,942,0,100
7226131,AA,DFW,CLT,29-JUL-07 04.55.00.000000000 PM AMERICA/CHICAGO,1050,29-JUL-07 08.25.00.000000000 PM AMERICA/NEW_YORK,1200,0,140
7285968,B6,SAN,SLC,29-JUL-07 06.50.00.000000000 PM AMERICA/LOS_ANGELES,1285,29-JUL-07 09.45.00.000000000 PM AMERICA/DENVER,1400,0,150
7286005,B6,SYR,JFK,29-JUL-07 11.30.00.000000000 AM AMERICA/NEW_YORK,665,29-JUL-07 12.35.00.000000000 PM AMERICA/NEW_YORK,730,0,150
7285519,B6,BOS,JFK,29-JUL-07 07.00.00.000000000 AM AMERICA/NEW_YORK,395,29-JUL-07 08.10.00.000000000 AM AMERICA/NEW_YORK,465,0,150
7285522,B6,BOS,LGB,29-JUL-07 10.00.00.000000000 AM AMERICA/NEW_YORK,575,29-JUL-07 01.08.00.000000000 PM AMERICA/LOS_ANGELES,943,0,150
7285562,B6,BUR,JFK,29-JUL-07 12.15.00.000000000 PM AMERICA/LOS_ANGELES,890,29-JUL-07 08.47.00.000000000 PM AMERICA/NEW_YORK,1222,0,150
7285600,B6,FLL,JFK,29-JUL-07 09.10.00.000000000 AM AMERICA/NEW_YORK,525,29-JUL-07 12.00.00.000000000 PM AMERICA/NEW_YORK,695,0,150
7285605,B6,FLL,JFK,29-JUL-07 06.00.00.000000000 AM AMERICA/NEW_YORK,335,29-JUL-07 08.45.00.000000000 AM AMERICA/NEW_YORK,500,0,150
7269303,AS,FAI,SEA,29-JUL-07 03.49.00.000000000 PM AMERICA/ANCHORAGE,1164,29-JUL-07 08.22.00.000000000 PM AMERICA/LOS_ANGELES,1377,0,140
7310354,CO,EWR,JAX,29-JUL-07 03.20.00.000000000 PM AMERICA/NEW_YORK,895,29-JUL-07 06.00.00.000000000 PM AMERICA/NEW_YORK,1055,0,124
6779069,WN,LAS,AUS,29-JUL-07 07.55.00.000000000 PM AMERICA/LOS_ANGELES,1350,30-JUL-07 12.35.00.000000000 AM AMERICA/CHICAGO,1510,0,137
6779081,WN,LAS,BUR,29-JUL-07 05.25.00.000000000 PM AMERICA/LOS_ANGELES,1200,29-JUL-07 06.30.00.000000000 PM AMERICA/LOS_ANGELES,1265,0,137
6779713,WN,MDW,LAX,29-JUL-07 03.30.00.000000000 PM AMERICA/CHICAGO,965,29-JUL-07 05.50.00.000000000 PM AMERICA/LOS_ANGELES,1225,0,137
6779762,WN,MDW,PHL,29-JUL-07 02.15.00.000000000 PM AMERICA/CHICAGO,890,29-JUL-07 05.30.00.000000000 PM AMERICA/NEW_YORK,1025,0,137
6780441,WN,PVD,BWI,29-JUL-07 11.15.00.000000000 AM AMERICA/NEW_YORK,650,29-JUL-07 12.30.00.000000000 PM AMERICA/NEW_YORK,725,0,137
